age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420,CZ 462,,17.64,32.62,35.3952,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
451.7,75-HA 5.1,42.3,20.2,21.1,24.592,C,AP,Ordovician,Katian,Aphelognathus grandis,,USA,Kentucky,38.59285,-85.176254,Edwards_2022
451.7,75-HA 5.2,42.3,19.9,22.45,25.858,C,AP,Ordovician,Katian,Aphelognathus grandis,,USA,Kentucky,38.59285,-85.176254,Edwards_2022
457.59,5-26-82T.1,53.97,20.1,21.55,25.014,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
457.59,5-26-82T.2,53.97,18.8,27.4,30.5,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
457.59,5-26-82T.3,53.97,18.9,26.95,30.078,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
458.37,5-26-82J.1,43.6,16.4,38.2,40.628,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
458.37,5-26-82J.2,43.6,17.4,33.7,36.408,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
459.21,5-26-82D.1,33.85,18.2,30.1,33.032,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
459.21,5-26-82D.2,33.85,17.8,31.9,34.72,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
459.21,5-26-82D.3,33.85,18.7,27.85,30.922,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
459.21,5-26-82D.4,33.85,19.4,24.7,27.968,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
459.21,5-26-82D.5,33.85,19.3,25.15,28.39,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
460.76,5-25-82AK.1,15.86,16.4,38.2,40.628,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
460.76,5-25-82AK.2,15.86,16.8,36.4,38.94,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
460.76,5-25-82AK.3,15.86,17.2,34.6,37.252,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
460.76,5-25-82AK.4,15.86,17.2,34.6,37.252,C,AP,Ordovician,Sandbian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.1,5-25-82J.1,-19.82,17.1,35.05,37.674,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.1,5-25-82J.2,-19.82,16.1,39.55,41.894,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.1,5-25-82J.3,-19.82,16.8,36.4,38.94,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.77,5-25-82A.1,-26.22,16,40,42.316,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.77,5-25-82A.2,-26.22,17.9,31.45,34.298,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.77,5-25-82A.3,-26.22,15.9,40.45,42.738,C,AP,Ordovician,Darriwilian,,,USA,Nevada,39.16,-116.29,Edwards_2022
463.76,SC-500.1,-40.55,17.8,31.9,34.72,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
463.76,SC-500.2,-40.55,17.5,33.25,35.986,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
464.28,SC-410,-67.99,17.9,31.45,34.298,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
464.97,SC-290,-104.57,17.1,35.05,37.674,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
465.66,SC-170.1,-141.16,18.6,28.3,31.344,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
465.66,SC-170.2,-141.16,18,31,33.876,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
465.66,SC-170.3,-141.16,18.7,27.85,30.922,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
465.66,SC-170.4,-141.16,18.6,28.3,31.344,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
466.29,SC-60.1,-174.7,17.5,33.25,35.986,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
466.29,SC-60.2,-174.7,17.8,31.9,34.72,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
466.29,SC-60.3,-174.7,16.9,35.95,38.518,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
467.85,SB-239.1,-231.1,16.5,37.75,40.206,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
467.85,SB-239.2,-231.1,17.4,33.7,36.408,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
468.46,SB-127,-265.24,16.9,35.95,38.518,C,AP,Ordovician,Darriwilian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
469.07,SB-13.1,-300,17.2,34.6,37.252,C,AP,Ordovician,Dapingian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
469.07,SB-13.2,-300,16.9,35.95,38.518,C,AP,Ordovician,Dapingian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
469.07,SB-13.3,-300,17.8,31.9,34.72,C,AP,Ordovician,Dapingian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
469.07,SB-13.4,-300,17.7,32.35,35.142,C,AP,Ordovician,Dapingian,,,USA,Oklahoma,34.362201,-97.143384,Edwards_2022
463.32,SP-366.1,1238,16.4,38.2,40.628,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
463.32,SP-366.2,1238,16.4,38.2,40.628,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
464.62,SP-276.1,1151,16.6,37.3,39.784,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
464.62,SP-276.2,1151,16.6,37.3,39.784,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
464.62,SP-276.3,1151,16.1,39.55,41.894,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
465.03,SP-248,1123.5,17.3,34.15,36.83,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
465.4,SP-224,1099,18.3,29.65,32.61,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
465.81,SP-200,1070,18.1,30.55,33.454,C,AP,Ordovician,Darriwilian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
469.71,SP-2674.1,771.39,16.8,36.4,38.94,C,AP,Ordovician,Dapingian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
469.71,SP-2674.2,771.39,15.1,44.05,46.114,C,AP,Ordovician,Dapingian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
469.71,SP-2674.3,771.39,15.8,40.9,43.16,C,AP,Ordovician,Dapingian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
471.29,SP-2404.1,694.89,14.8,45.4,47.38,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
471.29,SP-2404.2,694.89,12.6,55.3,56.664,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
471.29,SP-2404.3,694.89,16.9,35.95,38.518,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
471.29,SP-2404.4,694.89,16.4,38.2,40.628,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
472.46,SP-2198,636.51,14.3,47.65,49.49,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
474.47,SP-1896.1,550.94,14.7,45.85,47.802,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
474.47,SP-1896.2,550.94,15.6,41.8,44.004,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
474.47,SP-1896.3,550.94,15.7,41.35,43.582,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
475.49,SP-1800.1,523.73,14.4,47.2,49.068,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
475.49,SP-1800.2,523.73,13.8,49.9,51.6,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
476.13,SP-1740.1,506.73,13.9,49.45,51.178,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
476.13,SP-1740.2,506.73,14.1,48.55,50.334,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
476.13,SP-1740.3,506.73,12.9,53.95,55.398,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
476.13,SP-1740.4,506.73,15.2,43.6,45.692,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
476.13,SP-1740.5,506.73,14.9,44.95,46.958,C,AP,Ordovician,Floian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.37,SP-1402.1,410.95,13.8,49.9,51.6,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.37,SP-1402.2,410.95,14.5,46.75,48.646,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.37,SP-1402.3,410.95,14.8,45.4,47.38,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.99,SP-1253.1,368.02,14.7,45.85,47.802,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.99,SP-1253.2,368.02,13.3,52.15,53.71,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
478.99,SP-1253.3,368.02,14.1,48.55,50.334,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.14,SP-1217.1,357.45,14.3,47.65,49.49,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.14,SP-1217.2,357.45,14.3,47.65,49.49,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.14,SP-1217.3,357.45,14,49,50.756,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.88,SP-1042.1,306.04,14.4,47.2,49.068,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.88,SP-1042.2,306.04,14.9,44.95,46.958,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
479.88,SP-1042.3,306.04,14.8,45.4,47.38,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.07,SP-683,200.57,14.6,46.3,48.224,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.16,SP-501.1,147.11,14.8,45.4,47.38,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.16,SP-501.2,147.11,15.9,40.45,42.738,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.16,SP-501.3,147.11,15.8,40.9,43.16,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.22,SP-300.1,88.09,15.3,43.15,45.27,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.22,SP-300.2,88.09,14.9,44.95,46.958,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
480.22,SP-300.3,88.09,14.5,46.75,48.646,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
485.8,SP-60.1,17.62,15.5,42.25,44.426,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
485.8,SP-60.2,17.62,13.6,50.8,52.444,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
485.8,SP-60.3,17.62,14.7,45.85,47.802,C,AP,Ordovician,Tremadocian,,,USA,Nevada,38.527619,-114.94802,Edwards_2022
486.85,1,29.52399766,16.31940319,38.56268565,40.96811854,C,AP,Ordovician,Tremadocian,P. deltifer,,China,,40.566786,78.988445,Liu_2022
477.08,4,40.37154898,17.00575831,35.47408761,38.07169993,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
477.0078997,6,41.61786234,18.28679997,29.70940014,32.66570413,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
475.2768734,7,71.54006658,17.85052353,31.67264412,34.5067907,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
473.607986,9,100.3881501,18.4545951,28.95432205,31.95760868,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
473.6051108,10,100.4378503,18.96053345,26.67759948,29.82254884,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
472.4317857,11,120.7197328,18.56434987,28.46042559,31.49444355,C,AP,Ordovician,Floian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
471.26,13,140.975007,18.35202155,29.41590303,32.39046906,C,AP,Ordovician,Dapingian,S. diversus-P. proteus,,China,,40.566786,78.988445,Liu_2022
468.6406974,15,160.4899515,18.97306738,26.62119679,29.76965566,C,AP,Ordovician,Dapingian,G. tarimensis,,China,,40.566786,78.988445,Liu_2022
465.8815188,16,181.0470331,18.82168612,27.30241246,30.40848457,C,AP,Ordovician,Dapingian,G. tarimensis,,China,,40.566786,78.988445,Liu_2022
463.1957353,18,201.057289,18.80340611,27.3846725,30.48562622,C,AP,Ordovician,Dapingian,G. tarimensis,,China,,40.566786,78.988445,Liu_2022
460.5915555,19,220.4595625,18.11941195,30.46264623,33.37208157,C,AP,Ordovician,Darwillian,P. fla,,China,,40.566786,78.988445,Liu_2022
460.4050473,21,221.8491297,18.57898958,28.39454689,31.43266397,C,AP,Ordovician,Darwillian,P. fla,,China,,40.566786,78.988445,Liu_2022
460.2026064,24,223.3574022,17.98098577,31.08556404,33.95624005,C,AP,Ordovician,Darwillian,P. fla,,China,,40.566786,78.988445,Liu_2022
460.2172756,28,223.2481104,18.1003328,30.5485024,33.45259558,C,AP,Ordovician,Darwillian,P. fla,,China,,40.566786,78.988445,Liu_2022
460.0008487,31,224.8605849,17.58645122,32.86096951,35.62117585,C,AP,Ordovician,Darwillian,Y. cr,,China,,40.566786,78.988445,Liu_2022
460.0032022,32,224.8430502,18.50415862,28.73128621,31.74845062,C,AP,Ordovician,Darwillian,Y. cr,,China,,40.566786,78.988445,Liu_2022
459.80944,35,226.2866628,17.89068777,31.49190504,34.33729761,C,AP,Ordovician,Darwillian,H. h.,,China,,40.566786,78.988445,Liu_2022
459.817629,38,226.2256515,17.41416477,33.63625854,36.34822467,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
459.6027496,41,227.8265963,17.48334205,33.32496078,36.05629655,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
459.337995,43,229.7991333,17.30671794,34.11976927,36.80165029,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
459.0488993,44,231.9530225,18.41180305,29.14688628,32.13819113,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
458.6707567,45,234.7703491,19.08343181,26.12455686,29.30391776,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
458.6775594,46,234.7196665,18.64492906,28.09781923,31.15439937,C,AP,Ordovician,Darwillian,Py. Serra,,China,,40.566786,78.988445,Liu_2022
458.6861352,48,234.6557728,18.41018226,29.15417983,32.14503086,C,AP,Ordovician,Darwillian,Py. Ans.,,China,,40.566786,78.988445,Liu_2022
458.3540958,49,237.1296109,18.64731572,28.08707926,31.14432766,C,AP,Ordovician,Darwillian,Py. Ans.,,China,,40.566786,78.988445,Liu_2022
458.18,51,238.4267004,18.82382109,27.2928051,30.399475,C,AP,Ordovician,Sandbian,Py. Ans.,,China,,40.566786,78.988445,Liu_2022
458.1983123,55,238.2902658,18.62984192,28.16571136,31.2180671,C,AP,Ordovician,Sandbian,?,,China,,40.566786,78.988445,Liu_2022
456.4105528,58,242.2836202,18.74474098,27.64866559,30.73319306,C,AP,Ordovician,Sandbian,?,,China,,40.566786,78.988445,Liu_2022
455.5254435,60,244.2129209,19.17901663,25.69442517,28.90054982,C,AP,Ordovician,Sandbian,?,,China,,40.566786,78.988445,Liu_2022
454.8391312,61,245.7088975,19.70120062,23.34459721,26.69693338,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
454.8174222,62,245.7562172,19.05855206,26.23651573,29.40891031,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
454.1440031,64,247.2240902,19.22317958,25.49569189,28.71418217,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
454.1568962,66,247.1959866,19.47561215,24.35974533,27.64891673,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
453.4347696,67,248.7700288,19.64110686,23.61501913,26.95052905,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
453.4597845,68,248.715503,20.04842284,21.78209722,25.23165562,C,AP,Ordovician,Sandbian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,70,250.2626426,19.47173568,24.37718944,27.66527543,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.7788718,72,250.1997098,19.81313375,22.84089813,26.22457558,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,73,251.7756736,19.43287243,24.55207407,27.82927835,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,74,251.6574943,19.19174935,25.63712793,28.84681774,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,76,253.7138616,19.74939946,23.12770243,26.49353428,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,77,253.7104988,19.06886884,26.19009022,29.3653735,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,79,264.9632523,18.48492044,28.81785802,31.82963574,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,80,263.977042,20.42961424,20.06673592,23.62302791,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,81,268.2439267,19.30288896,25.13699968,28.37780859,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,83,277.4906109,19.15334919,25.80992865,29.00886642,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,85,283.2377741,19.7,23.35,26.702,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,86,311.2836098,19.83374683,22.74813927,26.13758838,C,AP,Ordovician,Katian,B. alobat.,,China,,40.566786,78.988445,Liu_2022
452.75,88,317.598406,19.31430571,25.08562431,28.3296299,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,89,351.0584425,19.36753187,24.84610659,28.10501551,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,90,351.9027752,20.10929231,21.50818461,24.97478645,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,93,384.0786016,19.64666657,23.59000044,26.92706707,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,94,383.5725619,18.70734215,27.81696033,30.89101613,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,95,396.3968005,19.46971415,24.38628633,27.67380629,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,97,432.7213083,19.26505875,25.30723563,28.53745208,C,AP,Ordovician,Katian,?,,China,,40.566786,78.988445,Liu_2022
452.75,99,441.5581056,18.39506029,29.2222287,32.20884558,C,AP,Ordovician,Katian,B. con,,China,,40.566786,78.988445,Liu_2022
469.42,M 1,334.75,17.62,32.71,35.4796,C,AP,Ordovician,Darriwilian,,Laufeldochitina striata,Estonia,Põlva,58.240556,27.4525,Mannik_2021
465.1488,M 3,332.85,18.3,29.65,32.61,C,AP,Ordovician,Darriwilian,Pygodus anserinus,Laufeldochitina striata,Estonia,Põlva,58.240556,27.4525,Mannik_2021
463.1256,M 4,331.95,17.18,34.69,37.3364,C,AP,Ordovician,Darriwilian,Pygodus anserinus,Laufeldochitina striata,Estonia,Põlva,58.240556,27.4525,Mannik_2021
460.428,M 5,330.75,17.89,31.495,34.3402,C,AP,Ordovician,Darriwilian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
458.18,M 6,329.75,17.59,32.845,35.6062,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
457.9493822,M 7,328.65,18.54,28.57,31.5972,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
457.7397297,M 8,327.65,17.69,32.395,35.1842,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
457.425251,M 9+10,326.15,18.32,29.56,32.5256,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
457.1107722,M 11,324.65,17.9,31.45,34.298,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
456.9430502,M 12,323.85,18.12,30.46,33.3696,C,AP,Ordovician,Sandbian,Pygodus anserinus,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
456.5027799,M 13,321.75,18.43,29.065,32.0614,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
456.3140927,M 14,320.85,18.23,29.965,32.9054,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
456.0939575,M 15,319.8,18.65,28.075,31.133,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
456.0415444,M 16,319.55,19.42,24.61,27.8836,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.9314768,M 17,319.025,18.67,27.985,31.0486,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.8318919,M 18,318.55,18.53,28.615,31.6394,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.716583,M 19,318,18.61,28.255,31.3018,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Laufeldochitina stentor,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.6641699,M 20,317.75,18.56,28.48,31.5128,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.4964479,M 21,316.95,18.5,28.75,31.766,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.3968629,M 22,316.475,18.44,29.02,32.0192,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.3077606,M 23,316.05,18.1,30.55,33.454,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.213417,M 24,315.6,19.38,24.79,28.0524,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.0771429,M 25,314.95,18.85,27.175,30.289,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
455.0037645,M 26,314.6,18.3,29.65,32.61,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.9303861,M 27,314.25,18.65,28.075,31.133,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.8045946,M 28,313.65,19.06,26.23,29.4028,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Lagenochitina dalbyensis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.6997683,M 29,313.15,18.9,26.95,30.078,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Belonechitina hirsuta,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.5110811,M 31,312.25,19.46,24.43,27.7148,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Belonechitina hirsuta,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.3014286,M 33,311.25,18.4,29.2,32.188,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Belonechitina hirsuta,Estonia,Põlva,58.240556,27.4525,Mannik_2021
454.0917761,M 35,310.25,18.96,26.68,29.8248,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
453.9450193,M 36,309.55,18.83,27.265,30.3734,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
453.8349517,M 37+38,309.025,18.8,27.4,30.5,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
