age,sample,meter,d18O,d18O_water_defliese,T_le_defliese,T_pu_defliese,d18O_water_1,T_le_d18O_water_1,T_pu_d18O_water_1,d18O_water_1_5,T_le_d18O_water_1_5,T_pu_d18O_water_1_5,d18O_water_2,T_le_d18O_water_2,T_pu_d18O_water_2,d18O_water_thiag_h,T_le_d18O_water_thiag_h,T_pu_d18O_water_thiag_h,d18O_water_thiag_m,T_le_d18O_water_thiag_m,T_pu_d18O_water_thiag_m,d18O_water_thiag_l,T_le_d18O_water_thiag_l,T_pu_d18O_water_thiag_l,type,min,period,stage,regionalstage,conzone,chizone,country,state,lat,long,source,Source
454.3353538,10,2.1,18.65,-2.105771067,23.9990302,27.3106461,-1,28.975,31.977,-1.5,26.725,29.867,-2,24.475,27.757,-4,15.475,19.317,-4.85,11.65,15.73,-5.7,7.825,12.143,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
454.2529916,1.11,2.3,19.7,-2.105507791,19.27521494,22.88075712,-1,24.25,27.546,-1.5,22,25.436,-2,19.75,23.326,-4,10.75,14.886,-4.85,6.925,11.299,-5.7,3.1,7.712,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
454.1706295,1.12,2.5,19.05,-2.105244515,22.20139968,25.62486815,-1,27.175,30.289,-1.5,24.925,28.179,-2,22.675,26.069,-4,13.675,17.629,-4.85,9.85,14.042,-5.7,6.025,10.455,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
454.0059053,1.14,2.9,19.1,-2.104717964,21.97876916,25.41609019,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.9647242,1.15,3,18,-2.104586326,26.92936153,30.0586457,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8411811,1.16,3.3,19.1,-2.104191413,21.98113864,25.41831224,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,1.17,3.4,19.16666667,-2.104059775,21.68173101,25.13753442,-1,26.65,29.79666667,-1.5,24.4,27.68666667,-2,22.15,25.57666667,-4,13.15,17.13666667,-4.85,9.325,13.54966667,-5.7,5.5,9.962666667,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,"2-7.5m, 2-8.25m",4.4,19.08,-2.104059775,22.07173101,25.50326775,-1,27.04,30.1624,-1.5,24.79,28.0524,-2,22.54,25.9424,-4,13.54,17.5024,-4.85,9.715,13.9154,-5.7,5.89,10.3284,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,"2-6.5m, 2-7.0m",5.1,18.96666667,-2.104059775,22.58173101,25.98153442,-1,27.55,30.64066667,-1.5,25.3,28.53066667,-2,23.05,26.42066667,-4,14.05,17.98066667,-4.85,10.225,14.39366667,-5.7,6.4,10.80666667,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-6.0m,6,19.4,-2.104059775,20.63173101,24.15286775,-1,25.6,28.812,-1.5,23.35,26.702,-2,21.1,24.592,-4,12.1,16.152,-4.85,8.275,12.565,-5.7,4.45,8.978,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,"2-5.0, 2-5.5m",7.2,19.2,-2.104059775,21.53173101,24.99686775,-1,26.5,29.656,-1.5,24.25,27.546,-2,22,25.436,-4,13,16.996,-4.85,9.175,13.409,-5.7,5.35,9.822,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-4m,8.4,19.3,-2.104059775,21.08173101,24.57486775,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-9L,8.7,19.3,-2.104059775,21.08173101,24.57486775,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,"2-8L, 2-3.5m",8.8,19.2,-2.104059775,21.53173101,24.99686775,-1,26.5,29.656,-1.5,24.25,27.546,-2,22,25.436,-4,13,16.996,-4.85,9.175,13.409,-5.7,5.35,9.822,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-3.0m,9.4,18.35,-2.104059775,25.35673101,28.58386775,-1,30.325,33.243,-1.5,28.075,31.133,-2,25.825,29.023,-4,16.825,20.583,-4.85,13,16.996,-5.7,9.175,13.409,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-2.5m,9.9,18.83333333,-2.104059775,23.18173101,26.54420108,-1,28.15,31.20333333,-1.5,25.9,29.09333333,-2,23.65,26.98333333,-4,14.65,18.54333333,-4.85,10.825,14.95633333,-5.7,7,11.36933333,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-2.0m,10.4,18.65,-2.104059775,24.00673101,27.31786775,-1,28.975,31.977,-1.5,26.725,29.867,-2,24.475,27.757,-4,15.475,19.317,-4.85,11.65,15.73,-5.7,7.825,12.143,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-4L,10.5,19.1,-2.104059775,21.98173101,25.41886775,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-1.5m,10.8,18.2,-2.104059775,26.03173101,29.21686775,-1,31,33.876,-1.5,28.75,31.766,-2,26.5,29.656,-4,17.5,21.216,-4.85,13.675,17.629,-5.7,9.85,14.042,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-1.0m,11.6,18.46666667,-2.104059775,24.83173101,28.09153442,-1,29.8,32.75066667,-1.5,27.55,30.64066667,-2,25.3,28.53066667,-4,16.3,20.09066667,-4.85,12.475,16.50366667,-5.7,8.65,12.91666667,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-0.5m,11.7,18.75,-2.104059775,23.55673101,26.89586775,-1,28.525,31.555,-1.5,26.275,29.445,-2,24.025,27.335,-4,15.025,18.895,-4.85,11.2,15.308,-5.7,7.375,11.721,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
453.8,2-2L,11.9,19.3,-2.104059775,21.08173101,24.57486775,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Minnesota,43.97207,-91.38358,Quinton_2017,Quinton_2017
455.200156,DV P13,0,19,-2.108535461,22.41159043,25.82198036,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
454.9455822,DV P11,0.2,19,-2.1077217,22.41525235,25.82541443,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
454.8182953,DV P10,0.3,18.9,-2.107314819,22.86708331,26.24913146,-1,27.85,30.922,-1.5,25.6,28.812,-2,23.35,26.702,-4,14.35,18.262,-4.85,10.525,14.675,-5.7,6.7,11.088,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
454.3091476,DV P5,0.7,18.8,-2.105687297,23.32440716,26.67799961,-1,28.3,31.344,-1.5,26.05,29.234,-2,23.8,27.124,-4,14.8,18.684,-4.85,10.975,15.097,-5.7,7.15,11.51,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV A1,1.1,18.6,-2.104059775,24.23173101,27.52886775,-1,29.2,32.188,-1.5,26.95,30.078,-2,24.7,27.968,-4,15.7,19.528,-4.85,11.875,15.941,-5.7,8.05,12.354,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV A9,1.8,19.1,-2.104059775,21.98173101,25.41886775,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV A13,2,19.05,-2.104059775,22.20673101,25.62986775,-1,27.175,30.289,-1.5,24.925,28.179,-2,22.675,26.069,-4,13.675,17.629,-4.85,9.85,14.042,-5.7,6.025,10.455,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,"DV A15, A16, A17",2.5,19.5,-2.104059775,20.18173101,23.73086775,-1,25.15,28.39,-1.5,22.9,26.28,-2,20.65,24.17,-4,11.65,15.73,-4.85,7.825,12.143,-5.7,4,8.556,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV A18,2.7,18.7,-2.104059775,23.78173101,27.10686775,-1,28.75,31.766,-1.5,26.5,29.656,-2,24.25,27.546,-4,15.25,19.106,-4.85,11.425,15.519,-5.7,7.6,11.932,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV 0,3,19.3,-2.104059775,21.08173101,24.57486775,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV 3.5m,6.5,18.3,-2.104059775,25.58173101,28.79486775,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV 3-6.5,9.5,18,-2.104059775,26.93173101,30.06086775,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
453.8,DV 3-8.5,11.5,18.3,-2.104059775,25.58173101,28.79486775,-1,30.55,33.454,-1.5,28.3,31.344,-2,26.05,29.234,-4,17.05,20.794,-4.85,13.225,17.207,-5.7,9.4,13.62,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Wisconsin,42.640586,-90.57556,Quinton_2017,Quinton_2017
458.18,SAL-91 HA-2,-21.6,18.85,-2.118060718,23.04372677,26.41478377,-1,28.075,31.133,-1.5,25.825,29.023,-2,23.575,26.913,-4,14.575,18.473,-4.85,10.75,14.886,-5.7,6.925,11.299,conodont,apatite,Ordovician,Sandbian,Turinian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
457.5146835,SAL-91 HA-7,-18,18.85,-2.115933992,23.05329704,26.42375855,-1,28.075,31.133,-1.5,25.825,29.023,-2,23.575,26.913,-4,14.575,18.473,-4.85,10.75,14.886,-5.7,6.925,11.299,conodont,apatite,Ordovician,Sandbian,Turinian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
457.2744304,SAL-91 HA-9,-16.7,19.1,-2.115166008,21.93175296,25.37199945,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
454.4837975,SAL-91 HA-23,-1.6,19.1,-2.106245576,21.97189491,25.40964367,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
453.8,SAL-91 HA-27,2.1,18.85,-2.104059775,23.10673101,26.47386775,-1,28.075,31.133,-1.5,25.825,29.023,-2,23.575,26.913,-4,14.575,18.473,-4.85,10.75,14.886,-5.7,6.925,11.299,conodont,apatite,Ordovician,Sandbian,Chatfieldian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
453.8,SAL-91 HA-28,3.4,19.1,-2.104059775,21.98173101,25.41886775,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Chatfieldian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
453.8,SAL-91  HA-30,5.3,19.3,-2.104059775,21.08173101,24.57486775,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Chatfieldian,,,USA,Virginia,36.28333,-86.6925,Quinton_2017,Quinton_2017
455.200156,RM 0,0,17.9,-2.108535461,27.36159043,30.46398036,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
454.8401159,RM 0.9,0.9,18,-2.10738457,26.91676943,30.04683711,-1,31.9,34.72,-1.5,29.65,32.61,-2,27.4,30.5,-4,18.4,22.06,-4.85,14.575,18.473,-5.7,10.75,14.886,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
454.6000891,RM 1.5,1.5,18.1,-2.10661731,26.47022211,29.62807495,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
454.4000669,RM 2,2,17.3,-2.105977926,30.07309933,33.00677315,-1,35.05,37.674,-1.5,32.8,35.564,-2,30.55,33.454,-4,21.55,25.014,-4.85,17.725,21.427,-5.7,13.9,17.84,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
454.0000223,RM 3,3,16.1,-2.104699159,35.47885379,38.07616955,-1,40.45,42.738,-1.5,38.2,40.628,-2,35.95,38.518,-4,26.95,30.078,-4.85,23.125,26.491,-5.7,19.3,22.904,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 3.5,3.5,17.7,-2.104059775,28.28173101,31.32686775,-1,33.25,35.986,-1.5,31,33.876,-2,28.75,31.766,-4,19.75,23.326,-4.85,15.925,19.739,-5.7,12.1,16.152,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 5,5,17.7,-2.104059775,28.28173101,31.32686775,-1,33.25,35.986,-1.5,31,33.876,-2,28.75,31.766,-4,19.75,23.326,-4.85,15.925,19.739,-5.7,12.1,16.152,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 5.25,5.25,17.53333333,-2.104059775,29.03173101,32.03020108,-1,34,36.68933333,-1.5,31.75,34.57933333,-2,29.5,32.46933333,-4,20.5,24.02933333,-4.85,16.675,20.44233333,-5.7,12.85,16.85533333,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 6,6,17.2,-2.104059775,30.53173101,33.43686775,-1,35.5,38.096,-1.5,33.25,35.986,-2,31,33.876,-4,22,25.436,-4.85,18.175,21.849,-5.7,14.35,18.262,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 8.97,8.97,17.5,-2.104059775,29.18173101,32.17086775,-1,34.15,36.83,-1.5,31.9,34.72,-2,29.65,32.61,-4,20.65,24.17,-4.85,16.825,20.583,-5.7,13,16.996,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 9.5,9.5,17.75,-2.104059775,28.05673101,31.11586775,-1,33.025,35.775,-1.5,30.775,33.665,-2,28.525,31.555,-4,19.525,23.115,-4.85,15.7,19.528,-5.7,11.875,15.941,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
453.8,RM 10.5,10.5,17.8,-2.104059775,27.83173101,30.90486775,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.49598,-86.78822,Quinton_2017,Quinton_2017
455.200156,TH −108.35,0,19.1,-2.108535461,21.96159043,25.39998036,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
454.0966967,TH −21,87.4,19.3,-2.105008184,21.07746317,24.57086546,-1,26.05,29.234,-1.5,23.8,27.124,-2,21.55,25.014,-4,12.55,16.574,-4.85,8.725,12.987,-5.7,4.9,9.4,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
454.0714459,TH −19,89.4,18.5,-2.104927469,24.67782639,27.94720608,-1,29.65,32.61,-1.5,27.4,30.5,-2,25.15,28.39,-4,16.15,19.95,-4.85,12.325,16.363,-5.7,8.5,12.776,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
454.0461951,TH −17,91.4,18.7,-2.104846753,23.77818961,27.1035467,-1,28.75,31.766,-1.5,26.5,29.656,-2,24.25,27.546,-4,15.25,19.106,-4.85,11.425,15.519,-5.7,7.6,11.932,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.945192,TH −9,99.4,19,-2.10452389,22.42964249,25.83890918,-1,27.4,30.5,-1.5,25.15,28.39,-2,22.9,26.28,-4,13.9,17.84,-4.85,10.075,14.253,-5.7,6.25,10.666,conodont,apatite,Ordovician,Sandbian,Turinian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 4.5,110.9,19.1,-2.104059775,21.98173101,25.41886775,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 7,115.4,19.7,-2.104059775,19.28173101,22.88686775,-1,24.25,27.546,-1.5,22,25.436,-2,19.75,23.326,-4,10.75,14.886,-4.85,6.925,11.299,-5.7,3.1,7.712,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 8,116.4,17.3,-2.104059775,30.08173101,33.01486775,-1,35.05,37.674,-1.5,32.8,35.564,-2,30.55,33.454,-4,21.55,25.014,-4.85,17.725,21.427,-5.7,13.9,17.84,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 11,119.4,17.8,-2.104059775,27.83173101,30.90486775,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 13,121.4,18.1,-2.104059775,26.48173101,29.63886775,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 18.5,126.9,18.1,-2.104059775,26.48173101,29.63886775,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 20,128.4,18.4,-2.104059775,25.13173101,28.37286775,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 22.85,131.3,18.4,-2.104059775,25.13173101,28.37286775,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 25,133.4,19.1,-2.104059775,21.98173101,25.41886775,-1,26.95,30.078,-1.5,24.7,27.968,-2,22.45,25.858,-4,13.45,17.418,-4.85,9.625,13.831,-5.7,5.8,10.244,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
453.8,TH 25,133.5,18.1,-2.104059775,26.48173101,29.63886775,-1,31.45,34.298,-1.5,29.2,32.188,-2,26.95,30.078,-4,17.95,21.638,-4.85,14.125,18.051,-5.7,10.3,14.464,conodont,apatite,Ordovician,Sandbian,Chatfieldian,Phragmodus undatus,,USA,Alabama,33.87806,-86.57555,Quinton_2017,Quinton_2017
485.2275157,TC 1464,55,16.3,-2.204519786,34.12966096,36.8109265,-1,39.55,41.894,-1.5,37.3,39.784,-2,35.05,37.674,-4,26.05,29.234,-4.85,22.225,25.647,-5.7,18.4,22.06,conodont,apatite,Ordovician,Tremadocian,,Cordylodus angulatus,,USA,Texas,30.451386,-99.1305,Quinton_2018,Quinton_2018
485.1943406,TC 1470,56,17,-2.204413739,30.98013817,33.85737402,-1,36.4,38.94,-1.5,34.15,36.83,-2,31.9,34.72,-4,22.9,26.28,-4.85,19.075,22.693,-5.7,15.25,19.106,conodont,apatite,Ordovician,Tremadocian,,Cordylodus angulatus,,USA,Texas,30.451386,-99.1305,Quinton_2018,Quinton_2018
485.1279904,TCU 1475,58,17.1,-2.204201647,30.53109259,33.43626905,-1,35.95,38.518,-1.5,33.7,36.408,-2,31.45,34.298,-4,22.45,25.858,-4.85,18.625,22.271,-5.7,14.8,18.684,conodont,apatite,Ordovician,Tremadocian,,Rossodus manitouensis,,USA,Texas,30.451386,-99.1305,Quinton_2018,Quinton_2018
484.8957648,TC 1499.5,65,16.5,-2.203459323,33.23443305,35.97140166,-1,38.65,41.05,-1.5,36.4,38.94,-2,34.15,36.83,-4,25.15,28.39,-4.85,21.325,24.803,-5.7,17.5,21.216,conodont,apatite,Ordovician,Tremadocian,,Rossodus manitouensis,,USA,Texas,30.451386,-99.1305,Quinton_2018,Quinton_2018
484.8625897,TCU old1505-1500,66,17.05,-2.203353277,30.75991025,33.65084917,-1,36.175,38.729,-1.5,33.925,36.619,-2,31.675,34.509,-4,22.675,26.069,-4.85,18.85,22.482,-5.7,15.025,18.895,conodont,apatite,Ordovician,Tremadocian,,Rossodus manitouensis,,USA,Texas,30.451386,-99.1305,Quinton_2018,Quinton_2018
